nome;uf;cod_tse;cod_ibge
SÃO CARLOS;SP;70793;3548906
SÃO CRISTÓVÃO DO SUL;SC;80942;4216057
SÃO CRISTÓVÃO;SE;32336;2806701
SÃO DESIDÉRIO;BA;38776;2928901
SÃO DOMINGOS DAS DORES;MG;41548;3160959
SÃO DOMINGOS DE POMBAL;PB;19429;2513968
SÃO DOMINGOS DO ARAGUAIA;PA;4464;1507151
SÃO DOMINGOS DO AZEITÃO;MA;8265;2110658
SÃO DOMINGOS DO CAPIM;PA;5436;1507201
SÃO DOMINGOS DO CARIRI;PB;19224;2513943
SÃO DOMINGOS DO MARANHÃO;MA;9113;2110708
SÃO DOMINGOS DO NORTE;ES;56006;3204658
SÃO DOMINGOS DO PRATA;MG;52191;3161007
SÃO DOMINGOS DO SUL;RS;84832;4318051
SÃO DOMINGOS;BA;38806;2928950
SÃO DOMINGOS;GO;95915;5219803
SÃO DOMINGOS;SC;83178;4216107
SÃO DOMINGOS;SE;32352;2806800
SÃO FELIPE DO OESTE;RO;710;1101484
SÃO FELIPE;BA;38814;2929107
SÃO FERNANDO;RN;18350;2411809
SÃO FIDÉLIS;RJ;58955;3304805
SÃO FRANCISCO DE ASSIS DO PIAUÍ;PI;12505;2209658
SÃO FRANCISCO DE ASSIS;RS;88650;4318101
SÃO FRANCISCO DE GOIÁS;GO;95931;5219902
SÃO FRANCISCO DE ITABAPOANA;RJ;58289;3304755
SÃO FRANCISCO DE PAULA;MG;52230;3161205
SÃO FRANCISCO DE PAULA;RS;88676;4318200
SÃO FRANCISCO DE SALES;MG;52256;3161304
SÃO FRANCISCO DO BREJÃO;MA;8281;2110856
SÃO FRANCISCO DO CONDE;BA;38830;2929206
SÃO FRANCISCO DO GLÓRIA;MG;52272;3161403
SÃO FRANCISCO DO GUAPORÉ;RO;795;1101492
SÃO FRANCISCO DO MARANHÃO;MA;9156;2110906
SÃO FRANCISCO DO OESTE;RN;18210;2411908
SÃO FRANCISCO DO PARÁ;PA;5479;1507409
SÃO FRANCISCO DO PIAUÍ;PI;11932;2209708
SÃO FRANCISCO DO SUL;SC;83194;4216206
SÃO FRANCISCO;MG;52213;3161106
SÃO FRANCISCO;PB;19860;2513984
SÃO FRANCISCO;SE;32379;2806909
SÃO FRANCISCO;SP;70815;3549003
SÃO FÉLIX DE BALSAS;MA;9130;2110807
SÃO FÉLIX DE MINAS;MG;41564;3161056
SÃO FÉLIX DO ARAGUAIA;MT;91839;5107859
SÃO FÉLIX DO CORIBE;BA;38822;2929057
SÃO FÉLIX DO PIAUÍ;PI;11916;2209609
SÃO FÉLIX DO TOCANTINS;TO;73105;1720150
SÃO FÉLIX DO XINGU;PA;5452;1507300
SÃO FÉLIX;BA;38792;2929008
SÃO GABRIEL DA CACHOEIRA;AM;2836;1303809
SÃO GABRIEL DA PALHA;ES;56936;3204708
SÃO GABRIEL DO OESTE;MS;98094;5007695
SÃO GABRIEL;BA;39896;2929255
SÃO GABRIEL;RS;88692;4318309
SÃO GERALDO DA PIEDADE;MG;52310;3161601
SÃO GERALDO DO ARAGUAIA;PA;5797;1507458
SÃO GERALDO DO BAIXIO;MG;41580;3161650
SÃO GERALDO;MG;52299;3161502
SÃO GONÇALO DO ABAETÉ;MG;52337;3161700
SÃO GONÇALO DO AMARANTE;CE;15490;2312403
SÃO GONÇALO DO AMARANTE;RN;18376;2412005
SÃO GONÇALO DO GURGUÉIA;PI;12610;2209757
SÃO GONÇALO DO PARÁ;MG;52353;3161809
SÃO GONÇALO DO PIAUÍ;PI;11959;2209807
SÃO GONÇALO DO RIO ABAIXO;MG;52370;3161908
SÃO GONÇALO DO RIO PRETO;MG;45098;3125507
SÃO GONÇALO DO SAPUCAÍ;MG;52396;3162005
SÃO GONÇALO DOS CAMPOS;BA;38857;2929305
SÃO GONÇALO;RJ;58971;3304904
SÃO GOTARDO;MG;52418;3162104
SÃO JERÔNIMO DA SERRA;PR;78697;4124707
SÃO JERÔNIMO;RS;88714;4318408
SÃO JOAQUIM DA BARRA;SP;70890;3549409
SÃO JOAQUIM DE BICAS;MG;41629;3162922
SÃO JOAQUIM DO MONTE;PE;25658;2613305
SÃO JOAQUIM;SC;83259;4216503
SÃO JORGE D'OESTE;PR;78816;4125209
SÃO JORGE DO IVAÍ;PR;78794;4125308
SÃO JORGE DO PATROCÍNIO;PR;79995;4125357
SÃO JORGE;RS;84794;4318440
SÃO JOSÉ DA BARRA;MG;41645;3162948
SÃO JOSÉ DA BELA VISTA;SP;70912;3549508
SÃO JOSÉ DA BOA VISTA;PR;78832;4125407
SÃO JOSÉ DA COROA GRANDE;PE;25674;2613404
SÃO JOSÉ DA LAGOA TAPADA;PB;21857;2514206
SÃO JOSÉ DA LAJE;AL;28657;2708303
SÃO JOSÉ DA LAPA;MG;40789;3162955
SÃO JOSÉ DA SAFIRA;MG;52590;3163003
SÃO JOSÉ DA TAPERA;AL;28673;2708402
SÃO JOSÉ DA VARGINHA;MG;52612;3163102
SÃO JOSÉ DA VITÓRIA;BA;39926;2929354
SÃO JOSÉ DAS MISSÕES;RS;87769;4318457
SÃO JOSÉ DAS PALMEIRAS;PR;84719;4125456
SÃO JOSÉ DE CAIANA;PB;21873;2514305
SÃO JOSÉ DE ESPINHARAS;PB;21890;2514404
SÃO JOSÉ DE MIPIBU;RN;18414;2412203
SÃO JOSÉ DE PIRANHAS;PB;21911;2514503
SÃO JOSÉ DE PRINCESA;PB;19445;2514552
SÃO JOSÉ DE RIBAMAR;MA;8893;2111201
SÃO JOSÉ DE UBÁ;RJ;58343;3305133
SÃO JOSÉ DO ALEGRE;MG;52639;3163201
SÃO JOSÉ DO BARREIRO;SP;70939;3549607
SÃO JOSÉ DO BELMONTE;PE;25690;2613503
SÃO JOSÉ DO BONFIM;PB;21938;2514602
SÃO JOSÉ DO BREJO DO CRUZ;PB;19542;2514651
SÃO JOSÉ DO CALÇADO;ES;56952;3204807
SÃO JOSÉ DO CAMPESTRE;RN;18430;2412302
SÃO JOSÉ DO CEDRO;SC;83291;4216701
SÃO JOSÉ DO CERRITO;SC;83313;4216800
SÃO JOSÉ DO DIVINO;MG;52655;3163300
SÃO JOSÉ DO DIVINO;PI;10529;2210052
SÃO JOSÉ DO EGITO;PE;25712;2613602
SÃO JOSÉ DO GOIABAL;MG;52671;3163409
SÃO JOSÉ DO HERVAL;RS;85588;4318465
SÃO JOSÉ DO HORTÊNCIO;RS;85324;4318481
SÃO JOSÉ DO INHACORÁ;RS;87742;4318499
SÃO JOSÉ DO JACURI;MG;52698;3163508
SÃO JOSÉ DO JACUÍPE;BA;38865;2929370
SÃO JOSÉ DO MANTIMENTO;MG;52710;3163607
SÃO JOSÉ DO NORTE;RS;88730;4318507
SÃO JOSÉ DO OURO;RS;88757;4318606
SÃO JOSÉ DO PEIXE;PI;12017;2210102
SÃO JOSÉ DO PIAUÍ;PI;12033;2210201
SÃO JOSÉ DO POVO;MT;90026;5107297
SÃO JOSÉ DO RIO CLARO;MT;91995;5107305
SÃO JOSÉ DO RIO PARDO;SP;70955;3549706
SÃO JOSÉ DO RIO PRETO;SP;70971;3549805
SÃO JOSÉ DO SABUGI;PB;21954;2514701
SÃO JOSÉ DO SERIDÓ;RN;18457;2412401
SÃO JOSÉ DO SUL;RS;89460;4318614
SÃO JOSÉ DO VALE DO RIO PRETO;RJ;59331;3305158
SÃO JOSÉ DO XINGU;MT;90247;5107354
SÃO JOSÉ DOS AUSENTES;RS;87726;4318622
SÃO JOSÉ DOS BASÍLIOS;MA;8362;2111250
SÃO JOSÉ DOS CAMPOS;SP;70998;3549904
SÃO JOSÉ DOS CORDEIROS;PB;21970;2514800
SÃO JOSÉ DOS PINHAIS;PR;78859;4125506
SÃO JOSÉ DOS QUATRO MARCOS;MT;89931;5107107
SÃO JOSÉ DOS RAMOS;PB;19046;2514453
SÃO JOSÉ;SC;83275;4216602
SÃO JOÃO BATISTA DO GLÓRIA;MG;52434;3162203
SÃO JOÃO BATISTA;MA;9172;2111003
SÃO JOÃO BATISTA;SC;83216;4216305
SÃO JOÃO D'ALIANÇA;GO;95974;5220009
SÃO JOÃO DA BALIZA;RR;3131;1400506
SÃO JOÃO DA BARRA;RJ;58998;3305000
SÃO JOÃO DA BOA VISTA;SP;70831;3549102
SÃO JOÃO DA CANABRAVA;PI;11088;2209856
SÃO JOÃO DA FRONTEIRA;PI;12009;2209872
SÃO JOÃO DA LAGOA;MG;40703;3162252
SÃO JOÃO DA MATA;MG;52450;3162302
SÃO JOÃO DA PARAÚNA;GO;92622;5220058
SÃO JOÃO DA PONTA;PA;4820;1507466
SÃO JOÃO DA PONTE;MG;52477;3162401
SÃO JOÃO DA SERRA;PI;11975;2209906
SÃO JOÃO DA URTIGA;RS;84859;4318424
SÃO JOÃO DA VARJOTA;PI;12025;2209955
SÃO JOÃO DAS DUAS PONTES;SP;70858;3549201
SÃO JOÃO DAS MISSÕES;MG;41602;3162450
SÃO JOÃO DE IRACEMA;SP;61883;3549250
SÃO JOÃO DE MERITI;RJ;59013;3305109
SÃO JOÃO DE PIRABAS;PA;4065;1507474
SÃO JOÃO DEL REI;MG;52493;3162500
SÃO JOÃO DO ARAGUAIA;PA;5495;1507508
SÃO JOÃO DO ARRAIAL;PI;10987;2209971
SÃO JOÃO DO CAIUÁ;PR;78735;4124905
SÃO JOÃO DO CARIRI;PB;21814;2514008
SÃO JOÃO DO CARÚ;MA;8303;2111029
SÃO JOÃO DO ITAPERIÚ;SC;81124;4216354
SÃO JOÃO DO IVAÍ;PR;78751;4125001
SÃO JOÃO DO JAGUARIBE;CE;15512;2312502
SÃO JOÃO DO MANHUAÇU;MG;40720;3162559
SÃO JOÃO DO MANTENINHA;MG;40746;3162575
SÃO JOÃO DO OESTE;SC;80640;4216255
SÃO JOÃO DO ORIENTE;MG;52515;3162609
SÃO JOÃO DO PACUÍ;MG;40762;3162658
SÃO JOÃO DO PARAÍSO;MA;8320;2111052
SÃO JOÃO DO PARAÍSO;MG;52531;3162708
SÃO JOÃO DO PAU D'ALHO;SP;70874;3549300
SÃO JOÃO DO PIAUÍ;PI;11991;2210003
SÃO JOÃO DO POLÊSINE;RS;87700;4318432
SÃO JOÃO DO RIO DO PEIXE;PB;19135;2500700
SÃO JOÃO DO SABUGI;RN;18392;2412104
SÃO JOÃO DO SOTER;MA;8346;2111078
SÃO JOÃO DO SUL;SC;83232;4216404
SÃO JOÃO DO TIGRE;PB;21830;2514107
SÃO JOÃO DO TRIUNFO;PR;78778;4125100
SÃO JOÃO DOS PATOS;MA;9199;2111102
SÃO JOÃO EVANGELISTA;MG;52558;3162807
SÃO JOÃO NEPOMUCENO;MG;52574;3162906
SÃO JOÃO;PE;25631;2613206
SÃO JOÃO;PR;78719;4124806
SÃO JULIÃO;PI;12050;2210300
SÃO LEOPOLDO;RS;88773;4318705
SÃO LOURENÇO DA MATA;PE;25739;2613701
SÃO LOURENÇO DA SERRA;SP;61905;3549953
SÃO LOURENÇO DO OESTE;SC;83330;4216909
SÃO LOURENÇO DO PIAUÍ;PI;10561;2210359
SÃO LOURENÇO DO SUL;RS;88790;4318804
SÃO LOURENÇO;MG;52736;3163706
SÃO LUDGERO;SC;83356;4217006
SÃO LUIS DO PIAUÍ;PI;12629;2210375
SÃO LUIZ DO NORTE;GO;92649;5220157
SÃO LUIZ GONZAGA;RS;88811;4318903
SÃO LUIZ;RR;3158;1400605
SÃO LUÍS DE MONTES BELOS;GO;95990;5220108
SÃO LUÍS DO CURU;CE;15539;2312601
SÃO LUÍS DO PARAITINGA;SP;71013;3550001
SÃO LUÍS DO QUITUNDE;AL;28690;2708501
SÃO LUÍS GONZAGA DO MARANHÃO;MA;8052;2111409
SÃO LUÍS;MA;9210;2111300
SÃO MAMEDE;PB;21997;2514909
SÃO MANOEL DO PARANÁ;PR;74845;4125555
SÃO MANUEL;SP;71030;3550100
SÃO MARCOS;RS;88838;4319000
SÃO MARTINHO DA SERRA;RS;87785;4319125
SÃO MARTINHO;RS;88854;4319109
SÃO MARTINHO;SC;83372;4217105
SÃO MATEUS DO MARANHÃO;MA;9237;2111508
SÃO MATEUS DO SUL;PR;78875;4125605
SÃO MATEUS;ES;56979;3204906
SÃO MIGUEL ARCANJO;SP;71056;3550209
SÃO MIGUEL DA BAIXA GRANDE;PI;12661;2210383
SÃO MIGUEL DA BOA VISTA;SC;80780;4217154
SÃO MIGUEL DAS MATAS;BA;38873;2929404
SÃO MIGUEL DAS MISSÕES;RS;85480;4319158
SÃO MIGUEL DE TAIPU;PB;22012;2515005
SÃO MIGUEL DO ALEIXO;SE;32395;2807006
SÃO MIGUEL DO ANTA;MG;52752;3163805
SÃO MIGUEL DO ARAGUAIA;GO;96016;5220207
SÃO MIGUEL DO FIDALGO;PI;12700;2210391
SÃO MIGUEL DO GOSTOSO;RN;16063;2412559
SÃO MIGUEL DO GUAMÁ;PA;5517;1507607
SÃO MIGUEL DO GUAPORÉ;RO;418;1100320
SÃO MIGUEL DO IGUAÇU;PR;78891;4125704
SÃO MIGUEL DO OESTE;SC;83399;4217204
SÃO MIGUEL DO PASSA QUATRO;GO;92665;5220264
SÃO MIGUEL DO TAPUIO;PI;12076;2210409
SÃO MIGUEL DO TOCANTINS;TO;73180;1720200
SÃO MIGUEL DOS CAMPOS;AL;28711;2708600
SÃO MIGUEL DOS MILAGRES;AL;28738;2708709
SÃO MIGUEL;RN;18473;2412500
SÃO NICOLAU;RS;88870;4319208
SÃO PATRÍCIO;GO;93483;5220280
SÃO PAULO DAS MISSÕES;RS;88897;4319307
SÃO PAULO DE OLIVENÇA;AM;2755;1303908
SÃO PAULO DO POTENGI;RN;18490;2412609
SÃO PAULO;SP;71072;3550308
SÃO PEDRO DA ALDEIA;RJ;59030;3305208
SÃO PEDRO DA CIPA;MT;90409;5107404
SÃO PEDRO DA SERRA;RS;87807;4319356
SÃO PEDRO DA UNIÃO;MG;52779;3163904
SÃO PEDRO DA ÁGUA BRANCA;MA;8389;2111532
SÃO PEDRO DAS MISSÕES;RS;89486;4319364
SÃO PEDRO DE ALCÂNTARA;SC;81183;4217253
SÃO PEDRO DO BUTIÁ;RS;87823;4319372
SÃO PEDRO DO IGUAÇU;PR;74861;4125753
SÃO PEDRO DO IVAÍ;PR;78913;4125803
SÃO PEDRO DO PARANÁ;PR;78930;4125902
SÃO PEDRO DO PIAUÍ;PI;12092;2210508
SÃO PEDRO DO SUAÇUÍ;MG;52817;3164100
SÃO PEDRO DO SUL;RS;88919;4319406
SÃO PEDRO DO TURVO;SP;71110;3550506
SÃO PEDRO DOS CRENTES;MA;8400;2111573
SÃO PEDRO DOS FERROS;MG;52795;3164001
SÃO PEDRO;RN;18511;2412708
SÃO PEDRO;SP;71099;3550407
SÃO RAFAEL;RN;18538;2412807
SÃO RAIMUNDO DAS MANGABEIRAS;MA;9253;2111607
SÃO RAIMUNDO DO DOCA BEZERRA;MA;8427;2111631
SÃO RAIMUNDO NONATO;PI;12114;2210607
SÃO ROBERTO;MA;8443;2111672
SÃO ROMÃO;MG;52833;3164209
SÃO ROQUE DE MINAS;MG;52850;3164308
SÃO ROQUE DO CANAÃ;ES;56162;3204955
SÃO ROQUE;SP;71137;3550605
SÃO SALVADOR DO TOCANTINS;TO;73393;1720259
SÃO SEBASTIÃO DA AMOREIRA;PR;78956;4126009
SÃO SEBASTIÃO DA BELA VISTA;MG;52876;3164407
SÃO SEBASTIÃO DA BOA VISTA;PA;5533;1507706
SÃO SEBASTIÃO DA GRAMA;SP;71170;3550803
SÃO SEBASTIÃO DA VARGEM ALEGRE;MG;42340;3164431
SÃO SEBASTIÃO DE LAGOA DE ROÇA;PB;22039;2515104
SÃO SEBASTIÃO DO ALTO;RJ;59056;3305307
SÃO SEBASTIÃO DO ANTA;MG;42366;3164472
SÃO SEBASTIÃO DO CAÍ;RS;88935;4319505
SÃO SEBASTIÃO DO MARANHÃO;MG;52892;3164506
SÃO SEBASTIÃO DO OESTE;MG;52914;3164605
SÃO SEBASTIÃO DO PARAÍSO;MG;52930;3164704
SÃO SEBASTIÃO DO PASSÉ;BA;38890;2929503
SÃO SEBASTIÃO DO RIO PRETO;MG;52957;3164803
SÃO SEBASTIÃO DO RIO VERDE;MG;52973;3164902
SÃO SEBASTIÃO DO TOCANTINS;TO;96032;1720309
SÃO SEBASTIÃO DO UATUMÃ;AM;98450;1303957
SÃO SEBASTIÃO DO UMBUZEIRO;PB;22055;2515203
SÃO SEBASTIÃO;AL;28754;2708808
SÃO SEBASTIÃO;SP;71153;3550704
SÃO SEPÉ;RS;88951;4319604
SÃO SIMÃO;GO;96059;5220405
SÃO SIMÃO;SP;71196;3550902
SÃO THOMÉ DAS LETRAS;MG;53031;3165206
SÃO TIAGO;MG;52990;3165008
SÃO TOMÁS DE AQUINO;MG;53015;3165107
SÃO TOMÉ;PR;78972;4126108
SÃO TOMÉ;RN;18554;2412906
SÃO VALENTIM DO SUL;RS;87840;4319711
SÃO VALENTIM;RS;88978;4319703
SÃO VALÉRIO DA NATIVIDADE;TO;92681;1720499
SÃO VALÉRIO DO SUL;RS;87866;4319737
SÃO VENDELINO;RS;85383;4319752
SÃO VICENTE DE MINAS;MG;53058;3165305
SÃO VICENTE DO SERIDÓ;PB;22098;2515401
SÃO VICENTE DO SUL;RS;86754;4319802
SÃO VICENTE FERRER;MA;9270;2111706
SÃO VICENTE FERRÉR;PE;25755;2613800
SÃO VICENTE;RN;18570;2413003
SÃO VICENTE;SP;71218;3551009
SÉRIO;RS;87904;4320453
SÍTIO D'ABADIA;GO;96113;5220702
SÍTIO DO MATO;BA;39144;2930758
SÍTIO DO QUINTO;BA;39900;2930766
SÍTIO NOVO DO TOCANTINS;TO;96130;1720804
SÍTIO NOVO;MA;9296;2111805
SÍTIO NOVO;RN;18716;2413706
TABAPORÃ;MT;90220;5107941
TABAPUÃ;SP;71536;3552601
TABATINGA;AM;98477;1304062
TABATINGA;SP;71552;3552700
TABAÍ;RS;88722;4320859
TABIRA;PE;25917;2614600
TABOCAS DO BREJO VELHO;BA;39179;2930907
TABOLEIRO GRANDE;RN;18732;2413805
TABOÃO DA SERRA;SP;71579;3552809
TABULEIRO DO NORTE;CE;15636;2313104
TABULEIRO;MG;53570;3167905
TACAIMBÓ;PE;25933;2614709
TACARATU;PE;25950;2614808
TACIBA;SP;71595;3552908
TACIMA;PB;22292;2516409
TACURU;MS;98159;5007950
TAGUATINGA;TO;96156;1720903
TAGUAÍ;SP;71617;3553005
TAIAÇU;SP;71633;3553104
TAILÂNDIA;PA;4022;1507953
TAIOBEIRAS;MG;53597;3168002
TAIPAS DO TOCANTINS;TO;73164;1720937
TAIPU;RN;18759;2413904
TAIÓ;SC;83518;4217808
TAIÚVA;SP;71650;3553203
TALISMÃ;TO;73504;1720978
TAMANDARÉ;PE;23280;2614857
TAMARANA;PR;75663;4126678
TAMBAÚ;SP;71676;3553302
TAMBOARA;PR;79090;4126702
TAMBORIL DO PIAUÍ;PI;12530;2210953
TAMBORIL;CE;15652;2313203
TANABI;SP;71692;3553401
TANGARÁ DA SERRA;MT;91855;5107958
TANGARÁ;RN;18775;2414001
TANGARÁ;SC;83534;4217907
TANGUÁ;RJ;58360;3305752
TANHAÇU;BA;39195;2931004
TANQUE D'ARCA;AL;28797;2709004
TANQUE DO PIAUÍ;PI;12521;2210979
TANQUE NOVO;BA;39918;2931053
TANQUINHO;BA;39217;2931103
TAPARUBA;MG;42420;3168051
TAPAUÁ;AM;2798;1304104
TAPEJARA;PR;79111;4126801
TAPEJARA;RS;89214;4320909
TAPERA;RS;89230;4321006
TAPEROÁ;BA;39233;2931202
TAPEROÁ;PB;22314;2516508
TAPES;RS;89257;4321105
TAPIRAMUTÁ;BA;39250;2931301
TAPIRATIBA;SP;71730;3553609
TAPIRA;MG;53619;3168101
TAPIRA;PR;79731;4126900
TAPIRAÍ;MG;53635;3168200
TAPIRAÍ;SP;71714;3553500
TAPURAH;MT;90689;5108006
TAQUARAL DE GOIÁS;GO;96172;5221007
TAQUARAL;SP;62260;3553658
TAQUARANA;AL;28819;2709103
TAQUARA;RS;89273;4321204
TAQUARAÇU DE MINAS;MG;53651;3168309
TAQUARITINGA DO NORTE;PE;25992;2615003
TAQUARITINGA;SP;71757;3553708
TAQUARITUBA;SP;71773;3553807
TAQUARIVAÍ;SP;61840;3553856
TAQUARI;RS;89290;4321303
TAQUARUSSU;MS;98175;5007976
TAQUARUÇU DO SUL;RS;85669;4321329
TARABAI;SP;71790;3553906
TARAUACÁ;AC;1473;1200609
TARRAFAS;CE;13366;2313252
TARTARUGALZINHO;AP;6173;1600709
TARUMIRIM;MG;53678;3168408
TARUMÃ;SP;61042;3553955
TASSO FRAGOSO;MA;9334;2112001
TATUÍ;SP;71811;3554003
TAUBATÉ;SP;71838;3554102
TAUÁ;CE;15679;2313302
TAVARES;PB;22330;2516607
TAVARES;RS;89710;4321352
TEFÉ;AM;2810;1304203
TEIXEIRA DE FREITAS;BA;39934;2931350
TEIXEIRA SOARES;PR;79138;4127007
TEIXEIRAS;MG;53694;3168507
TEIXEIRA;PB;22357;2516706
TEIXEIRÓPOLIS;RO;752;1101559
TEJUPÁ;SP;71854;3554201
TEJUÇUOCA;CE;13323;2313351
TELHA;SE;32450;2807303
TELÊMACO BORBA;PR;79154;4127106
TENENTE ANANIAS;RN;18791;2414100
TENENTE LAURENTINO CRUZ;RN;16004;2414159
TENENTE PORTELA;RS;89311;4321402
TENÓRIO;PB;19682;2516755
TEODORO SAMPAIO;BA;39276;2931400
TEODORO SAMPAIO;SP;71870;3554300
TEOFILÂNDIA;BA;39292;2931509
TEOLÂNDIA;BA;39314;2931608
TEOTÔNIO VILELA;AL;28932;2709152
TERENOS;MS;91596;5008008
TERESINA DE GOIÁS;GO;92762;5221080
TERESINA;PI;12190;2211001
TERESÓPOLIS;RJ;59153;3305802
TEREZINHA;PE;26018;2615102
TEREZÓPOLIS DE GOIÁS;GO;93220;5221197
TERRA ALTA;PA;4545;1507961
TERRA BOA;PR;79170;4127205
TERRA DE AREIA;RS;85162;4321436
TERRA NOVA DO NORTE;MT;98957;5108055
TERRA NOVA;BA;39330;2931707
TERRA NOVA;PE;26034;2615201
TERRA RICA;PR;79197;4127304
TERRA ROXA;PR;79219;4127403
TERRA ROXA;SP;71897;3554409
TERRA SANTA;PA;4367;1507979
TESOURO;MT;91618;5108105
TEUTÔNIA;RS;98213;4321451
TEÓFILO OTONI;MG;53716;3168606
THEOBROMA;RO;590;1101609
TIANGUÁ;CE;15695;2313401
TIBAGI;PR;79235;4127502
TIBAU DO SUL;RN;18813;2414209
TIBAU;RN;16225;2411056
TIETÊ;SP;71919;3554508
TIGRINHOS;SC;81680;4217956
TIJUCAS DO SUL;PR;79251;4127601
TIJUCAS;SC;83550;4218004
TIMBAÚBA DOS BATISTAS;RN;18830;2414308
TIMBAÚBA;PE;26050;2615300
TIMBIRAS;MA;9350;2112100
TIMBURI;SP;71935;3554607
TIMBÉ DO SUL;SC;83933;4218103
TIMBÓ GRANDE;SC;80209;4218251
TIMBÓ;SC;83577;4218202
TIMON;MA;9377;2112209
TIMÓTEO;MG;53732;3168705
TIO HUGO;RS;89508;4321469
TIRADENTES DO SUL;RS;87963;4321477
TIRADENTES;MG;53759;3168804
TIROS;MG;53775;3168903
TOBIAS BARRETO;SE;32476;2807402
TOCANTINS;MG;53791;3169000
TOCANTINÓPOLIS;TO;96210;1721208
TOCANTÍNIA;TO;96199;1721109
TOCOS DO MOJI;MG;42587;3169059
TOLEDO;MG;53813;3169109
TOLEDO;PR;79278;4127700
TOMAR DO GERU;SE;32492;2807501
TOMAZINA;PR;79294;4127809
TOMBOS;MG;53830;3169208
TOMÉ-AÇU;PA;5592;1508001
TONANTINS;AM;98515;1304237
TORITAMA;PE;26077;2615409
TORIXORÉU;MT;91634;5108204
TOROPI;RS;88900;4321493
TORRE DE PEDRA;SP;62049;3554656
TORRES;RS;89338;4321501
TORRINHA;SP;71951;3554706
TOUROS;RN;18856;2414407
TRABIJU;SP;62448;3554755
TRACUATEUA;PA;4669;1508035
TRACUNHAÉM;PE;26093;2615508
TRAIPU;AL;28835;2709202
TRAIRI;CE;15717;2313500
TRAIRÃO;PA;4286;1508050
TRAJANO DE MORAIS;RJ;59170;3305901
TRAMANDAÍ;RS;89354;4321600
TRAVESSEIRO;RS;87980;4321626
TREMEDAL;BA;39357;2931806
TREMEMBÉ;SP;71978;3554805
TREVISO;SC;81345;4218350
TREZE DE MAIO;SC;83615;4218400
TREZE TÍLIAS;SC;83631;4218509
TRINDADE DO SUL;RS;85006;4321956
TRINDADE;GO;96253;5221403
TRINDADE;PE;26115;2615607
TRIUNFO POTIGUAR;RN;16128;2414456
TRIUNFO;PB;22373;2516805
TRIUNFO;PE;26131;2615706
TRIUNFO;RS;89435;4322004
TRIZIDELA DO VALE;MA;8567;2112233
TROMBAS;GO;92789;5221452
TROMBUDO CENTRAL;SC;83658;4218608
TRÊS ARROIOS;RS;84743;4321634
TRÊS BARRAS DO PARANÁ;PR;79871;4127858
TRÊS BARRAS;SC;83593;4218301
TRÊS CACHOEIRAS;RS;85367;4321667
TRÊS CORAÇÕES;MG;53856;3169307
TRÊS COROAS;RS;89370;4321709
TRÊS DE MAIO;RS;89397;4321808
TRÊS FORQUILHAS;RS;88005;4321832
TRÊS FRONTEIRAS;SP;71994;3554904
TRÊS LAGOAS;MS;91650;5008305
TRÊS MARIAS;MG;41157;3169356
TRÊS PALMEIRAS;RS;86142;4321857
TRÊS PASSOS;RS;89419;4321907
TRÊS PONTAS;MG;53872;3169406
TRÊS RANCHOS;GO;96237;5221304
TRÊS RIOS;RJ;59196;3306008
TUBARÃO;SC;83674;4218707
TUCANO;BA;39373;2931905
TUCUMÃ;PA;4081;1508084
TUCUNDUVA;RS;89451;4322103
TUCURUÍ;PA;5614;1508100
TUFILÂNDIA;MA;8583;2112274
TUIUTI;SP;61620;3554953
TUMIRITINGA;MG;53899;3169505
TUNAS DO PARANÁ;PR;74888;4127882
TUNAS;RS;84840;4322152
TUNEIRAS DO OESTE;PR;79316;4127908
TUNTUM;MA;9393;2112308
TUNÁPOLIS;SC;83682;4218756
TUPACIGUARA;MG;53910;3169604
TUPANATINGA;PE;26158;2615805
TUPANCI DO SUL;RS;88021;4322186
TUPANCIRETÃ;RS;89478;4322202
TUPANDI;RS;85723;4322251
TUPARENDI;RS;89494;4322301
TUPARETAMA;PE;26174;2615904
TUPI PAULISTA;SP;72036;3555109
TUPIRAMA;TO;73458;1721257
TUPIRATINS;TO;73237;1721307
TUPÃSSI;PR;79936;4127957
TUPÃ;SP;72010;3555000
TURIAÇU;MA;9415;2112407
TURILÂNDIA;MA;8605;2112456
TURIÚBA;SP;72052;3555208
TURMALINA;MG;53937;3169703
TURMALINA;SP;72079;3555307
TURURU;CE;13080;2313559
TURUÇU;RS;88501;4322327
TURVELÂNDIA;GO;92800;5221551
TURVOLÂNDIA;MG;53953;3169802
TURVO;PR;84530;4127965
TURVO;SC;83690;4218806
TURVÂNIA;GO;96318;5221502
TUTÓIA;MA;9431;2112506
UARINI;AM;98493;1304260
UAUÁ;BA;39390;2932002
UBAITABA;BA;39438;2932200
UBAJARA;CE;15733;2313609
UBAPORANGA;MG;40860;3170057
UBARANA;SP;61468;3555356
UBATUBA;SP;72095;3555406
UBATÃ;BA;39454;2932309
UBAÍRA;BA;39411;2932101
UBAÍ;MG;53996;3170008
UBERABA;MG;54011;3170107
UBERLÂNDIA;MG;54038;3170206
UBIRAJARA;SP;72117;3555505
UBIRATÃ;PR;79332;4128005
UBIRETAMA;RS;88609;4322343
UBÁ;MG;53970;3169901
UCHOA;SP;72133;3555604
UIBAÍ;BA;39470;2932408
UIRAMUTÃ;RR;3107;1400704
